# scene=cradle krb=on dt=0.0166667 seconds=600 sample_every=60 e0=13.2716
t_s,ke,pe,e_total,e_over_e0,peak_height
390,11.412,2.90819,14.3202,1.07901,0.344262
391,2.04557,11.9123,13.9579,1.05171,1.26983
392,13.3586,0.946933,14.3055,1.0779,0.143041
393,0.718654,13.291,14.0096,1.05561,1.41154
394,14.5696,-0.27392,14.2957,1.07716,0.0176468
395,0.123105,13.9387,14.0618,1.05954,1.47828
396,14.4928,-0.591478,13.9013,1.04745,-0.0117276
397,0.310318,13.8044,14.1147,1.06352,1.46457
398,13.831,0.0529755,13.8839,1.04614,0.052187
399,1.29187,12.881,14.1729,1.06791,1.37179
400,12.3193,1.54667,13.8659,1.04478,0.205563
401,2.93119,11.2926,14.2237,1.07174,1.20839
402,10.1809,3.69791,13.8788,1.04575,0.426509
403,5.10468,9.14499,14.2497,1.07369,0.987494
404,7.71322,6.15058,13.8638,1.04462,0.678488
405,7.59097,6.67437,14.2653,1.07487,0.734068
406,5.23619,8.6446,13.8808,1.0459,0.934763
407,10.1113,4.1765,14.2878,1.07656,0.477048
408,3.03877,10.8863,13.9251,1.04924,1.16515
409,12.3489,1.91732,14.2662,1.07494,0.246141
410,1.35419,12.5974,13.9516,1.05123,1.34106
411,13.9977,0.293558,14.2912,1.07682,0.0789518
412,0.342774,13.6605,14.0032,1.05512,1.45038
413,14.786,-0.567684,14.2184,1.07133,-0.00891662
414,0.0943711,13.9624,14.0568,1.05916,1.4815
415,14.3066,-0.414595,13.892,1.04674,0.00319231
416,0.65681,13.48,14.1368,1.06519,1.43204
417,13.2461,0.629539,13.8757,1.04551,0.110256
418,1.93136,12.2915,14.2228,1.07167,1.3065
419,11.4227,2.46685,13.8895,1.04656,0.29872
420,3.83236,10.4104,14.2428,1.07317,1.11632
421,9.09809,4.77566,13.8737,1.04537,0.535633
422,6.17659,8.11648,14.2931,1.07696,0.878092
423,6.58778,7.30034,13.8881,1.04645,0.794747
424,8.71657,5.5683,14.2849,1.07635,0.619424
425,4.20124,9.70549,13.9067,1.04785,1.04165
426,11.1512,3.11971,14.2709,1.0753,0.368595
427,2.2067,11.7249,13.9316,1.04973,1.249
428,13.1638,1.12514,14.289,1.07665,0.164069
429,0.804487,13.1776,13.9821,1.05353,1.39819
430,14.4673,-0.188979,14.2783,1.07585,0.0294278
431,0.124262,13.914,14.0383,1.05777,1.47357
432,14.4976,-0.586922,13.9107,1.04815,-0.0124285
433,0.224521,13.8291,14.0537,1.05892,1.46894
434,13.9403,-0.0542699,13.886,1.04629,0.0423157
435,1.1236,13.0384,14.162,1.06709,1.38491
436,12.5163,1.35528,13.8716,1.04521,0.186514
437,2.69375,11.5346,14.2283,1.07208,1.22905
438,10.4346,3.43436,13.8689,1.04501,0.398288
439,4.81751,9.40604,14.2236,1.07173,1.01375
440,7.98843,5.86795,13.8564,1.04406,0.647696
441,7.2966,6.99867,14.2953,1.07713,0.765531
442,5.49563,8.36041,13.856,1.04403,0.905155
443,9.82982,4.45098,14.2808,1.07604,0.505028
444,3.25203,10.6327,13.8848,1.0462,1.13989
445,12.1187,2.16311,14.2818,1.07612,0.272252
446,1.49658,12.4232,13.9198,1.04884,1.32278
447,13.8496,0.462041,14.3116,1.07836,0.0937324
448,0.40111,13.575,13.9761,1.05308,1.44057
449,14.7707,-0.504472,14.2662,1.07494,-0.00164008
450,0.0616881,13.9573,14.0189,1.05631,1.48103
451,14.3636,-0.519026,13.8446,1.04317,-0.000873566
452,0.507794,13.5873,14.0951,1.06205,1.44092
453,13.4055,0.437044,13.8426,1.04302,0.0955247
454,1.72812,12.4198,14.1479,1.06603,1.32397
455,11.6598,2.15677,13.8166,1.04106,0.272636
456,3.56621,10.6313,14.1975,1.06977,1.14064
457,9.37669,4.44172,13.8184,1.0412,0.50503
458,5.88438,8.33459,14.219,1.07138,0.90682
459,6.89812,6.94434,13.8425,1.04301,0.763293
460,8.41741,5.8649,14.2823,1.07615,0.649283
461,4.45436,9.38035,13.8347,1.04243,1.01297
462,10.8836,3.37877,14.2624,1.07465,0.398454
463,2.39941,11.5152,13.9146,1.04845,1.22842
464,12.962,1.31778,14.2798,1.07596,0.184426
465,0.918696,13.0315,13.9502,1.05113,1.38326
466,14.3629,-0.106402,14.2565,1.07421,0.0398855
467,0.147744,13.8386,13.9864,1.05386,1.46786
468,14.4932,-0.632557,13.8607,1.04438,-0.0128977
469,0.15442,13.8584,14.0129,1.05585,1.47288
470,14.0485,-0.241168,13.8073,1.04036,0.0297669
471,0.964394,13.1502,14.1146,1.06352,1.3982
472,12.7197,1.10198,13.8217,1.04144,0.164163
473,2.45929,11.7341,14.1934,1.06945,1.25033
474,10.701,3.12182,13.8228,1.04153,0.369309
475,4.52763,9.63041,14.158,1.06679,1.04102
476,8.30834,5.53206,13.8404,1.04286,0.618517
477,6.98002,7.25653,14.2366,1.07271,0.795877
478,5.77763,8.07465,13.8523,1.04375,0.876607
479,9.52311,4.72404,14.2471,1.0735,0.534615
480,3.4886,10.3825,13.8711,1.04517,1.11321
481,11.8573,2.39884,14.2561,1.07418,0.297417
482,1.66462,12.2219,13.8865,1.04633,1.30292
483,13.6715,0.560317,14.2319,1.07235,0.110455
484,0.48191,13.4812,13.9631,1.0521,1.42951
485,14.7015,-0.459296,14.2422,1.07313,0.00397325
486,0.0475212,13.9468,13.9943,1.05445,1.47967
487,14.4122,-0.618409,13.7937,1.03934,-0.00719786
488,0.398513,13.6416,14.0401,1.0579,1.44942
489,13.5641,0.227059,13.7911,1.03914,0.0779512
490,1.53252,12.5895,14.1221,1.06408,1.34152
491,11.9028,1.89913,13.8019,1.03996,0.246325
492,3.299,10.8724,14.1714,1.06779,1.16578
493,9.6711,4.09949,13.7706,1.0376,0.473326
494,5.55914,8.65309,14.2122,1.07087,0.936816
495,7.17531,6.63772,13.813,1.04079,0.730409
496,8.09337,6.14963,14.243,1.07319,0.680758
497,4.73069,9.09802,13.8287,1.04197,0.982669
498,10.5842,3.69298,14.2772,1.07577,0.4276
499,2.61862,11.2563,13.8749,1.04545,1.20377
500,12.7287,1.53099,14.2597,1.07445,0.2069
501,1.05656,12.8149,13.8715,1.0452,1.3668
