# scene=cradle krb=on dt=0.0166667 seconds=600 sample_every=60 e0=13.2716 velocity_iterations=8 position_iterations=3
t_s,ke,pe,e_total,e_over_e0,peak_height
427,6.68164,7.08932,13.771,1.03762,0.778092
428,8.54384,5.60256,14.1464,1.06591,0.629165
429,4.26306,9.52915,13.7922,1.03922,1.0246
430,10.9838,3.18297,14.1668,1.06745,0.378907
431,2.24795,11.5204,13.7684,1.03743,1.23325
432,13.0185,1.1416,14.1601,1.06695,0.17291
433,0.813553,13.059,13.8725,1.04528,1.38526
434,14.3613,-0.178463,14.1828,1.06866,0.0345989
435,0.0925909,13.8121,13.9047,1.0477,1.46467
436,14.4328,-0.632823,13.8,1.03981,-0.0125325
437,0.147544,13.7918,13.9393,1.05031,1.46487
438,13.9367,-0.201121,13.7355,1.03495,0.0329916
439,1.00066,13.0168,14.0174,1.05619,1.38608
440,12.5686,1.16287,13.7314,1.03465,0.171202
441,2.52804,11.5807,14.1087,1.06307,1.23535
442,10.5299,3.22712,13.757,1.03657,0.380976
443,4.631,9.49844,14.1294,1.06463,1.02449
444,8.1069,5.61999,13.7269,1.0343,0.627411
445,7.07536,7.10406,14.1794,1.0684,0.776841
446,5.64296,8.10734,13.7503,1.03607,0.88389
447,9.60577,4.55128,14.1571,1.06672,0.520127
448,3.35408,10.433,13.7871,1.03884,1.11989
449,11.9127,2.30218,14.2149,1.07107,0.286258
450,1.56351,12.2511,13.8147,1.04092,1.30581
451,13.6863,0.471906,14.1582,1.0668,0.103964
452,0.418663,13.4466,13.8653,1.04473,1.4284
453,14.669,-0.504244,14.1647,1.06729,0.00243247
454,0.0221535,13.9309,13.9531,1.05135,1.47471
455,14.3386,-0.562102,13.7765,1.03804,-0.00418186
456,0.407853,13.5773,13.9852,1.05376,1.44107
457,13.4563,0.313785,13.7701,1.03756,0.0843093
458,1.57,12.5342,14.1042,1.06274,1.33057
459,11.7737,1.99446,13.7682,1.03741,0.25457
460,3.35619,10.7512,14.1074,1.06297,1.15319
461,9.53434,4.18975,13.7241,1.03409,0.481919
462,5.6386,8.52322,14.1618,1.06707,0.923818
463,7.07074,6.71794,13.7887,1.03896,0.738153
464,8.15531,6.00699,14.1623,1.06711,0.668671
465,4.6164,9.13617,13.7526,1.03624,0.988336
466,10.63,3.56007,14.19,1.0692,0.417655
467,2.52812,11.2732,13.8014,1.03991,1.20448
468,12.7474,1.44302,14.1904,1.06923,0.20022
469,0.993868,12.8801,13.874,1.04539,1.36668
470,14.2123,-0.0170483,14.1952,1.06959,0.0493554
471,0.157734,13.7694,13.9272,1.04939,1.45784
472,14.4279,-0.65333,13.7746,1.0379,-0.0124094
473,0.0924611,13.8531,13.9456,1.05078,1.47033
474,14.0749,-0.309852,13.765,1.03718,0.0217513
475,0.83058,13.2256,14.0562,1.05911,1.4033
476,12.8295,0.898035,13.7275,1.03435,0.147375
477,2.25808,11.7927,14.0508,1.05871,1.26278
478,10.876,2.8876,13.7636,1.03707,0.345274
479,4.2734,9.86157,14.135,1.06505,1.05951
480,8.49132,5.24839,13.7397,1.03527,0.590585
481,6.69317,7.48644,14.1796,1.06841,0.81824
482,6.01728,7.73642,13.7537,1.03632,0.845406
483,9.22995,4.94521,14.1752,1.06808,0.558244
484,3.67619,10.1109,13.7871,1.03884,1.08674
485,11.5917,2.589,14.1807,1.0685,0.318682
486,1.80076,12.0167,13.8175,1.04113,1.28133
487,13.465,0.70871,14.1737,1.06797,0.126103
488,0.549494,13.3063,13.8558,1.04402,1.41478
489,14.5806,-0.420058,14.1606,1.06698,0.0109273
